Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,user_review
LEGO The Lord of the Rings,Xbox 360,2012.0,Action,Warner Bros. Interactive Entertainment,0.63,0.51,0.0,0.11,1.26,8
SOCOM: U.S. Navy SEALs Confrontation,PlayStation 3,2008.0,Shooter,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.25,7
NBA Live 2001,PlayStation,2000.0,Sports,Electronic Arts,0.7,0.47,0.0,0.08,1.25,7
Star Wars: The Force Unleashed,PlayStation 2,2008.0,Action,LucasArts,0.49,0.0,0.01,0.75,1.25,8
Injustice: Gods Among Us,PlayStation 3,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.48,0.53,0.01,0.23,1.25,8
Pokemon XD: Gale of Darkness,GameCube,2005.0,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25,8
Black,PlayStation 2,2006.0,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,8
RollerCoaster Tycoon 2,PC,2002.0,Strategy,Atari,1.19,0.05,0.0,0.0,1.25,9
Ratchet: Deadlocked,PlayStation 2,2005.0,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,9
Baldur's Gate: Dark Alliance,PlayStation 2,2001.0,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,1.24,8
Tales of Xillia,PlayStation 3,2011.0,Role-Playing,Namco Bandai Games,0.29,0.19,0.67,0.09,1.24,9
Diddy Kong Racing DS,DS,2007.0,Racing,Nintendo,1.1,0.04,0.0,0.1,1.24,7
Assassin's Creed: Bloodlines,PSP,2009.0,Action,Ubisoft,0.43,0.48,0.05,0.28,1.24,7
Oddworld: Abe's Oddysee,PlayStation,1997.0,Platform,GT Interactive,0.75,0.44,0.0,0.06,1.24,9
The Witcher 3: Wild Hunt,Xbox One,2015.0,Role-Playing,Namco Bandai Games,0.66,0.47,0.0,0.11,1.24,9
Ridge Racer V,PlayStation 2,2000.0,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24,8
WWE SmackDown vs. Raw 2009,PlayStation 2,2008.0,Fighting,THQ,0.69,0.0,0.0,0.55,1.24,7
Star Wars Episode III: Revenge of the Sith,Xbox,2005.0,Action,Activision,0.82,0.38,0.0,0.04,1.24,8
2010 FIFA World Cup South Africa,PlayStation 3,2010.0,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,8
Ninja Gaiden,Xbox,2004.0,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,9
Crash Bandicoot: The Wrath of Cortex,Xbox,2002.0,Platform,Universal Interactive,0.59,0.57,0.0,0.07,1.23,8
Guitar Hero: Aerosmith,Xbox 360,2008.0,Misc,Activision,1.0,0.14,0.0,0.1,1.23,7
Medal of Honor: Airborne,PlayStation 3,2007.0,Shooter,Electronic Arts,0.25,0.7,0.03,0.25,1.23,8
Donkey Kong Country 2,Game Boy Advance,2004.0,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23,9
Bayonetta,PlayStation 3,2009.0,Action,Sega,0.44,0.41,0.21,0.17,1.23,8
Star Wars: Battlefront II,PSP,2005.0,Shooter,LucasArts,1.05,0.06,0.01,0.11,1.23,8
Madden NFL 17,PlayStation 4,2016.0,Sports,Electronic Arts,0.92,0.08,0.0,0.23,1.23,4
Boom Blox,Wii,2008.0,Puzzle,Electronic Arts,0.72,0.38,0.0,0.12,1.23,8
Fallout 4,PC,2015.0,Role-Playing,Bethesda Softworks,0.5,0.63,0.0,0.1,1.23,6
The Sims 2: Castaway,Wii,2007.0,Simulation,Electronic Arts,0.45,0.64,0.0,0.14,1.23,8
LEGO Batman 2: DC Super Heroes,PlayStation 3,2012.0,Action,Warner Bros. Interactive Entertainment,0.5,0.53,0.0,0.2,1.22,7
Naruto Shippuden: Ultimate Ninja Storm 2,PlayStation 3,2010.0,Fighting,Namco Bandai Games,0.42,0.47,0.15,0.18,1.22,8
Mario Power Tennis,GameCube,2004.0,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,8
F1 2011,PlayStation 3,2011.0,Racing,Codemasters,0.12,0.75,0.11,0.25,1.22,7
Cars,PSP,2006.0,Racing,THQ,0.72,0.29,0.0,0.21,1.22,7
Golden Sun: The Lost Age,Game Boy Advance,2002.0,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22,9
Max Payne,Xbox,2001.0,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,8
NBA 2K2,PlayStation 2,2002.0,Sports,Sega,0.59,0.46,0.01,0.15,1.22,8
NASCAR Thunder 2003,PlayStation 2,,Racing,Unknown,0.6,0.46,0.0,0.16,1.22,9
Super Street Fighter IV: 3D Edition,3DS,2011.0,Fighting,Capcom,0.55,0.44,0.14,0.09,1.22,8
Cars,PlayStation 2,2006.0,Racing,THQ,1.01,0.04,0.0,0.16,1.21,9
Cars,PlayStation 2,2006.0,Racing,THQ,1.01,0.04,0.0,0.16,1.21,3
Fuzion Frenzy,Xbox,2001.0,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,7
Call of Duty: Finest Hour,Xbox,2004.0,Shooter,Activision,0.78,0.4,0.0,0.04,1.21,8
Sly Cooper and the Thievius Raccoonus,PlayStation 2,2002.0,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21,8
Dino Crisis 2,PlayStation,2000.0,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21,9
Need for Speed Underground,GameCube,2003.0,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21,8
The Lord of the Rings: The Fellowship of the Ring,PlayStation 2,2002.0,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2,5
LEGO Star Wars III: The Clone Wars,PlayStation 3,2011.0,Action,LucasArts,0.52,0.49,0.0,0.2,1.2,8
ATV Offroad Fury 3,PlayStation 2,2004.0,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2,8
Pikmin 2,GameCube,2004.0,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,9
WWE 2K16,PlayStation 4,2015.0,Sports,Take-Two Interactive,0.41,0.6,0.0,0.19,1.2,7
Enter the Matrix,Xbox,2003.0,Action,Atari,0.72,0.43,0.01,0.04,1.2,7
NHL 2002,PlayStation 2,2001.0,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2,8
Mario vs. Donkey Kong 2: March of the Minis,DS,2006.0,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2,8
One Piece: Pirate Warriors,PlayStation 3,2012.0,Action,Namco Bandai Games,0.01,0.24,0.86,0.09,1.2,8
WWE 2K14,PlayStation 3,2013.0,Sports,Take-Two Interactive,0.49,0.49,0.0,0.21,1.19,8
Metal Gear Solid: Portable Ops,PSP,2006.0,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.09,1.19,8
Captain Toad: Treasure Tracker,Wii U,2014.0,Puzzle,Nintendo,0.56,0.36,0.19,0.09,1.19,9
Pro Evolution Soccer 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19,8
Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Sports,Sega,0.18,0.64,0.27,0.1,1.19,6
Hitman 2: Silent Assassin,Xbox,,Action,Eidos Interactive,0.76,0.38,0.0,0.05,1.19,7
FIFA 14,Xbox One,2013.0,Sports,Electronic Arts,0.41,0.66,0.0,0.12,1.19,6
Spider-Man: The Movie,GameCube,2002.0,Action,Activision,0.86,0.27,0.01,0.04,1.19,7
Final Fantasy I & II: Dawn of Souls,Game Boy Advance,2004.0,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19,8
NBA 2K17,PlayStation 4,2016.0,Sports,Take-Two Interactive,0.83,0.14,0.0,0.22,1.19,6
Pokemon Super Mystery Dungeon,3DS,2015.0,Role-Playing,Nintendo,0.46,0.31,0.33,0.08,1.19,8
Just Dance 4,Xbox 360,2012.0,Misc,Ubisoft,0.9,0.2,0.0,0.08,1.19,8
LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Action,LucasArts,0.4,0.49,0.0,0.29,1.18,8
Tony Hawk's Pro Skater 2,Game Boy Advance,2001.0,Sports,Activision,0.85,0.31,0.0,0.02,1.18,7
WWE '12,PlayStation 3,2011.0,Fighting,THQ,0.53,0.46,0.02,0.17,1.18,7
WWE SmackDown vs. Raw 2010,PlayStation 3,2009.0,Fighting,THQ,0.48,0.49,0.01,0.2,1.18,8
Plants vs. Zombies,DS,2011.0,Strategy,Mastertronic,0.95,0.15,0.0,0.08,1.18,8
Spore,PC,2008.0,Strategy,Electronic Arts,0.03,1.06,0.0,0.09,1.17,6
Army of Two,PlayStation 3,2008.0,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,7
Gun,PlayStation 2,2005.0,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,9
Ty the Tasmanian Tiger,PlayStation 2,2002.0,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17,9
Wario Land: Shake It!,Wii,2008.0,Platform,Nintendo,0.6,0.31,0.15,0.11,1.17,8
Sonic Rush Adventure,DS,2007.0,Platform,Sega,0.54,0.49,0.01,0.12,1.17,8
Medal of Honor: Warfighter,Xbox 360,2012.0,Action,Electronic Arts,0.58,0.47,0.01,0.1,1.17,6
Mission: Impossible,Nintendo 64,1997.0,Action,Ocean,0.74,0.38,0.02,0.03,1.17,7
Football Manager 2013,PC,2012.0,Sports,Sega,0.0,0.95,0.0,0.22,1.17,7
Mirror's Edge,Xbox 360,2008.0,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.17,8
Destiny: The Taken King,Xbox One,2015.0,Shooter,Activision,0.82,0.23,0.0,0.11,1.17,5
Mario vs. Donkey Kong,Game Boy Advance,2004.0,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,8
007: Quantum of Solace,PlayStation 3,2008.0,Action,Activision,0.43,0.52,0.02,0.2,1.16,6
Fallout: New Vegas,PC,2010.0,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.16,9
Final Fantasy Tactics: The War of the Lions,PSP,2007.0,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16,9
Midnight Club 3: DUB Edition Remix,PlayStation 2,2006.0,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16,9
Tom Clancy's Ghost Recon: Jungle Storm,PlayStation 2,2004.0,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16,6
Bushido Blade,PlayStation,1997.0,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16,8
LEGO Star Wars III: The Clone Wars,DS,2011.0,Action,LucasArts,0.66,0.39,0.0,0.11,1.16,7
NASCAR Thunder 2002,PlayStation 2,2001.0,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16,8
Jet Force Gemini,Nintendo 64,1999.0,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16,9
Medal of Honor Heroes 2,PSP,2007.0,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16,7
Rocksmith,PlayStation 3,2011.0,Misc,Ubisoft,0.52,0.38,0.09,0.17,1.16,8
FIFA Soccer 10,PSP,2009.0,Sports,Electronic Arts,0.15,0.68,0.01,0.32,1.16,8
Worldwide Soccer Manager 2009,PC,2008.0,Simulation,Sega,0.0,1.14,0.0,0.01,1.15,8
Gauntlet: Dark Legacy,PlayStation 2,2001.0,Action,Midway Games,0.56,0.44,0.0,0.15,1.15,8
Ninja Gaiden Sigma,PlayStation 3,2007.0,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15,8
Call of Duty 4: Modern Warfare,PC,2007.0,Shooter,Activision,0.0,1.12,0.0,0.03,1.15,8
Ratchet & Clank: All 4 One,PlayStation 3,2011.0,Platform,Sony Computer Entertainment,0.75,0.22,0.05,0.12,1.15,6
Donkey Konga,GameCube,2003.0,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15,8
Fight Night Champion,PlayStation 3,2011.0,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15,7
Tak and the Power of Juju,PlayStation 2,2003.0,Platform,THQ,0.56,0.44,0.0,0.15,1.15,9
Tenchu: Wrath of Heaven,PlayStation 2,2003.0,Action,Activision,0.44,0.34,0.25,0.11,1.14,9
Shadow of the Colossus,PlayStation 2,2005.0,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,9
Brave Fencer Musashi,PlayStation,1998.0,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,9
Hot Shots Golf: Out of Bounds,PlayStation 3,2007.0,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,8
Dance Dance Revolution Extreme 2,PlayStation 2,2005.0,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14,9
Mirror's Edge,PlayStation 3,2008.0,Platform,Electronic Arts,0.31,0.59,0.02,0.22,1.14,8
Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14,8
The Lord of the Rings: The Return of the King,Xbox,2003.0,Action,Electronic Arts,0.71,0.38,0.0,0.05,1.14,8
Guitar Hero 5,Xbox 360,2009.0,Misc,Activision,0.65,0.37,0.0,0.11,1.14,7
Mobile Suit Gundam: Federation vs. Zeon,PlayStation 2,2001.0,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,9
MechAssault,Xbox,2002.0,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13,8
ModNation Racers,PlayStation 3,2010.0,Racing,Sony Computer Entertainment,0.5,0.41,0.06,0.16,1.13,8
LEGO Star Wars III: The Clone Wars,3DS,2011.0,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,6
Fantasy Life,3DS,2012.0,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,8
Tom Clancy's Rainbow Six 3: Black Arrow,Xbox,2004.0,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,8
WWE 2K15,PlayStation 4,2014.0,Sports,Take-Two Interactive,0.38,0.56,0.0,0.19,1.13,5
WWE 2K14,Xbox 360,2013.0,Sports,Take-Two Interactive,0.64,0.39,0.0,0.1,1.13,8
Alien: Isolation,PlayStation 4,2014.0,Shooter,Sega,0.34,0.56,0.04,0.19,1.13,8
Yakuza 3,PlayStation 3,2009.0,Action,Sega,0.21,0.21,0.62,0.08,1.13,8
The Beatles: Rock Band,PlayStation 3,2009.0,Misc,MTV Games,0.67,0.3,0.0,0.15,1.13,8
Dragon Age II,Xbox 360,2011.0,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12,5
Supercar Street Challenge,PlayStation 2,2001.0,Racing,Activision,0.55,0.43,0.0,0.14,1.12,7
Pilotwings 64,Nintendo 64,1996.0,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12,8
Crackdown 2,Xbox 360,2010.0,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1,1.12,6
Castlevania: Lords of Shadow,PlayStation 3,2010.0,Action,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12,8
Rocksmith,Xbox 360,2011.0,Misc,Ubisoft,0.84,0.2,0.01,0.08,1.12,8
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005.0,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12,9
Worldwide Soccer Manager 2008,PC,2007.0,Sports,Russel,0.0,1.12,0.0,0.0,1.12,7
Spider-Man 2,Xbox,2004.0,Action,Activision,0.82,0.26,0.0,0.04,1.12,8
Counter-Strike,Xbox,2003.0,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11,8
GRID,PlayStation 3,2008.0,Racing,Codemasters,0.31,0.57,0.03,0.2,1.11,8
Sunset Overdrive,Xbox One,2014.0,Shooter,Microsoft Game Studios,0.62,0.4,0.0,0.08,1.11,8
Rock Band,PlayStation 2,,Misc,Electronic Arts,0.71,0.06,0.0,0.35,1.11,7
Pikmin 3,Wii U,2013.0,Strategy,Nintendo,0.45,0.31,0.29,0.06,1.11,9
Guitar Hero 5,PlayStation 3,2009.0,Misc,Activision,0.53,0.4,0.0,0.17,1.1,6
Medal of Honor: Airborne,Xbox 360,2007.0,Shooter,Electronic Arts,0.45,0.53,0.01,0.12,1.1,7
The Legend of Zelda: Tri Force Heroes,3DS,2015.0,Action,Nintendo,0.52,0.33,0.17,0.08,1.1,7
LEGO The Lord of the Rings,PlayStation 3,2012.0,Action,Warner Bros. Interactive Entertainment,0.36,0.53,0.0,0.21,1.1,8
WWE SmackDown vs. Raw 2011,PlayStation 3,2010.0,Fighting,THQ,0.44,0.46,0.01,0.18,1.1,8
F-Zero X,Nintendo 64,1998.0,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1,9
NBA Live 2001,PlayStation 2,2001.0,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1,
SingStar Legends,PlayStation 2,2006.0,Misc,Sony Computer Entertainment,0.12,0.75,0.0,0.23,1.1,7
SingStar Rocks!,PlayStation 2,2006.0,Misc,Sony Computer Entertainment,0.0,0.84,0.0,0.25,1.1,7
Tales of Symphonia,GameCube,2003.0,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,9
Untold Legends: Brotherhood of the Blade,PSP,2005.0,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.1,8
Star Ocean: The Second Story,PlayStation,1998.0,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1,8
Lightning Returns: Final Fantasy XIII,PlayStation 3,2013.0,Role-Playing,Square Enix,0.31,0.22,0.45,0.12,1.1,6
Star Wars: The Force Unleashed,PSP,2008.0,Action,LucasArts,0.43,0.41,0.0,0.25,1.09,8
The Simpsons Game,PSP,2007.0,Action,Electronic Arts,0.24,0.55,0.0,0.31,1.09,7
Yakuza 2,PlayStation 2,2006.0,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,9
Skate 2,Xbox 360,2009.0,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,8
Dragon Ball Z: The Legacy of Goku II,Game Boy Advance,2003.0,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09,8
Virtua Fighter 5,PlayStation 3,2007.0,Fighting,Sega,0.29,0.52,0.08,0.2,1.09,7
NFL 2K1,Dreamcast,2000.0,Sports,Sega,1.02,0.05,0.0,0.02,1.09,6
Namco Museum Battle Collection,PSP,2005.0,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.09,8
Madden NFL 2004,Xbox,2003.0,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,8
Empire: Total War,PC,2009.0,Strategy,Sega,0.01,0.97,0.0,0.11,1.09,7
The Godfather,PlayStation 2,2006.0,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,8
Tiger Woods PGA Tour 10,Wii,2009.0,Sports,Electronic Arts,0.61,0.37,0.0,0.11,1.09,8
Star Wars: Bounty Hunter,PlayStation 2,2002.0,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,8
Dante's Inferno,PlayStation 3,2010.0,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.09,8
Sonic & Sega All-Stars Racing,DS,2010.0,Racing,Sega,0.44,0.54,0.0,0.11,1.09,8
Skylanders Giants,PlayStation 3,2012.0,Action,Activision,0.35,0.52,0.0,0.22,1.09,7
Endless Ocean,Wii,2007.0,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09,8
Sonic Free Riders,Xbox 360,2010.0,Racing,Sega,0.74,0.26,0.0,0.09,1.09,2
NASCAR Thunder 2004,PlayStation 2,2003.0,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,9
Prince of Persia,PlayStation 3,2008.0,Action,Ubisoft,0.47,0.41,0.03,0.18,1.08,7
Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08,8
Resident Evil: The Darkside Chronicles,Wii,2009.0,Action,Capcom,0.48,0.32,0.2,0.09,1.08,8
NCAA Football 13,Xbox 360,2012.0,Action,Electronic Arts,1.02,0.0,0.0,0.06,1.08,6
Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action,Take-Two Interactive,0.28,0.5,0.03,0.28,1.08,7
FIFA Soccer 11,Wii,2010.0,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.08,6
The Orange Box,PlayStation 3,2007.0,Shooter,Electronic Arts,0.28,0.59,0.0,0.22,1.08,8
Tomb Raider: Underworld,Xbox 360,2008.0,Action,Eidos Interactive,0.53,0.43,0.01,0.11,1.08,7
Tom Clancy's Ghost Recon 2,PlayStation 2,2004.0,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,6
DiRT 3,PlayStation 3,2011.0,Racing,Codemasters,0.27,0.59,0.01,0.21,1.08,7
LEGO City Undercover,Wii U,2013.0,Platform,Nintendo,0.47,0.4,0.13,0.08,1.08,8
Spore Creatures,DS,2008.0,Simulation,Electronic Arts,0.67,0.3,0.0,0.11,1.08,7
Disney's Lilo & Stitch,Game Boy Advance,2002.0,Platform,Ubisoft,0.77,0.29,0.0,0.02,1.08,7
Star Fox: Assault,GameCube,2005.0,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,8
Naruto: Ultimate Ninja Storm,PlayStation 3,2008.0,Fighting,Namco Bandai Games,0.49,0.35,0.09,0.16,1.08,8
Marvel vs. Capcom 3: Fate of Two Worlds,Xbox 360,2011.0,Fighting,Capcom,0.79,0.18,0.03,0.07,1.08,7
NCAA Football 14,Xbox 360,2013.0,Sports,Electronic Arts,1.01,0.0,0.0,0.06,1.07,6
Call of Duty 3,PlayStation 2,2006.0,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,7
Bully: Scholarship Edition,Xbox 360,2008.0,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.07,8
Pro Evolution Soccer 2008,Xbox 360,2007.0,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07,8
Super Princess Peach,DS,2005.0,Platform,Nintendo,0.72,0.06,0.21,0.07,1.07,8
SoulCalibur III,PlayStation 2,2005.0,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,9
F1 2012,PlayStation 3,2012.0,Racing,Codemasters,0.12,0.64,0.05,0.25,1.07,8
World Tour Soccer,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07,6
Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,0.67,0.3,0.0,0.1,1.07,7
LEGO Pirates of the Caribbean: The Video Game,Xbox 360,2011.0,Action,Disney Interactive Studios,0.54,0.42,0.0,0.1,1.07,7
Mortal Kombat: Armageddon,PlayStation 2,2006.0,Fighting,Midway Games,0.88,0.04,0.0,0.14,1.06,8
Freekstyle,PlayStation 2,2002.0,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,8
Darksiders,Xbox 360,2010.0,Action,THQ,0.67,0.29,0.01,0.1,1.06,8
DiRT,PlayStation 3,2007.0,Racing,Codemasters,0.16,0.67,0.0,0.23,1.06,8
Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Activision,0.96,0.02,0.01,0.08,1.06,6
Sega Superstars Tennis,Wii,2008.0,Sports,Sega,0.28,0.65,0.0,0.13,1.06,7
NBA Street V3,PlayStation 2,2005.0,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,8
Sleeping Dogs,PlayStation 3,2012.0,Action,Square Enix,0.31,0.5,0.05,0.19,1.06,8
Mercenaries 2: World in Flames,Xbox 360,2008.0,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,7
Hulk,PlayStation 2,2003.0,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06,8
LEGO Indiana Jones: The Original Adventures,PlayStation 3,2008.0,Action,Activision,0.44,0.44,0.0,0.18,1.06,8
DJ Hero,Xbox 360,2009.0,Misc,Activision,0.56,0.4,0.0,0.11,1.06,8
Diablo II: Lord of Destruction,PC,2001.0,Role-Playing,Vivendi Games,1.03,0.02,0.0,0.0,1.06,9
Naruto Shippuden: Ultimate Ninja Storm 4,PlayStation 4,2016.0,Fighting,Namco Bandai Games,0.39,0.41,0.1,0.16,1.06,8
Spider-Man 2,Game Boy Advance,2004.0,Action,Activision,0.76,0.28,0.0,0.02,1.06,8
Virtua Tennis 3,PlayStation 3,2007.0,Sports,Sega,0.23,0.59,0.03,0.22,1.06,8
Seek and Destroy,PlayStation 2,2002.0,Racing,Play It,0.52,0.4,0.0,0.14,1.06,9
Warhawk,PlayStation 3,2007.0,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,8
Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06,8
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,9
UFC Undisputed 3,PlayStation 3,2012.0,Action,THQ,0.55,0.34,0.03,0.13,1.05,8
NBA 2K3,PlayStation 2,2002.0,Sports,Sega,0.51,0.4,0.0,0.13,1.05,8
Dave Mirra Freestyle BMX,PlayStation,2000.0,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,7
WWE SmackDown vs. Raw 2010,Xbox 360,2009.0,Fighting,THQ,0.56,0.38,0.01,0.11,1.05,8
Forza Motorsport,Xbox,2005.0,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,8
MySims Agents,Wii,2009.0,Adventure,Electronic Arts,0.62,0.32,0.0,0.1,1.05,8
Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.58,0.06,0.37,0.04,1.05,8
The Simpsons Game,Xbox 360,2007.0,Action,Electronic Arts,0.54,0.4,0.0,0.11,1.05,8
Guinness World Records: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.04,7
MVP Baseball 2003,PlayStation 2,2003.0,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,8
Legacy of Kain: Soul Reaver,PlayStation,,Action,Eidos Interactive,0.58,0.4,0.0,0.07,1.04,9
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007.0,Fighting,Atari,0.33,0.37,0.26,0.09,1.04,8
Naruto: Clash of Ninja 2,GameCube,2003.0,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,9
Dance Dance Revolution SuperNOVA,PlayStation 2,2006.0,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,8
Brink,Xbox 360,2011.0,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.04,6
F-Zero: Maximum Velocity,Game Boy Advance,2001.0,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,8
LEGO Indiana Jones 2: The Adventure Continues,Xbox 360,2009.0,Action,Activision,0.62,0.33,0.0,0.09,1.04,8
Project CARS,PlayStation 4,2015.0,Racing,Slightly Mad Studios,0.17,0.69,0.02,0.15,1.04,7
Tom Clancy's Ghost Recon Advanced Warfighter 2,PlayStation 3,2007.0,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.04,8
EA Sports UFC,PlayStation 4,2014.0,Sports,Electronic Arts,0.46,0.4,0.01,0.17,1.04,6
MX vs. ATV Unleashed,PlayStation 2,2005.0,Racing,THQ,0.86,0.03,0.0,0.14,1.03,8
Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,0.94,0.02,0.0,0.08,1.03,7
Rayman Origins,PlayStation 3,2011.0,Platform,Ubisoft,0.33,0.51,0.01,0.18,1.03,8
NCAA March Madness 2004,PlayStation 2,2003.0,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,9
The Simpsons Game,Wii,2007.0,Action,Electronic Arts,0.45,0.47,0.0,0.11,1.03,6
